case_id,batch_id,accepted_run_dir,sample_rank,position_id,direction,entry_time_utc,exit_time_utc,net_account,net_R,outcome,exit_class,hold_minutes,risk_points,mechanism,evidence_class,data_quality_note
R100_012_PID000000500,batch03,run,12,500,SELL,2022-09-13T04:45:00,2022-09-13T04:54:54,-10.58,-1.0952380952,LOSS,SL_LIKE,9.9,42.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,Images readable; path is outcome-visible on anatomy. Mechanism leans no-followthrough because expansion never develops rather than a pure tight-stop wick kill alone.
R100_013_PID000000506,batch03,run,13,506,SELL,2022-09-29T03:25:00,2022-09-29T03:31:38,-11.22,-1.1379310345,LOSS,SL_LIKE,6.6333,29.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both images opened; anatomy clearly shows stop-side stress dominant over continuation.
R100_014_PID000000350,batch03,run,14,350,BUY,2021-06-21T00:50:00,2021-06-21T01:07:59,18.9,1.914893617,WIN,TP_LIKE,17.9833,47.0,MIXED_OR_OTHER,STRONG_INFERENCE,"Images readable; path is intermediate between continuation and timeout/stop failure, so MIXED_OR_OTHER is the conservative label."
R100_015_PID000000286,batch03,run,15,286,SELL,2021-02-01T01:35:00,2021-02-01T03:00:36,-10.56,-1.064516129,LOSS,SL_LIKE,85.6,62.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,Both PNGs opened and usable. Exact tick-level stop tag vs time-exit is not fully resolvable from still images alone.
R100_016_PID000000100,batch04,caller_normalized_exact_duplicate,16,100,BUY,2019-11-05T02:30:00,2019-11-05T03:08:35,-12.54,-1.2666666667,LOSS,SL_LIKE,38.5833,15.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both decision and anatomy PNGs open and are legible; outcome labels visible only on anatomy as expected.
R100_017_PID000000290,batch04,caller_normalized_exact_duplicate,17,290,BUY,2021-02-04T02:25:00,2021-02-04T02:36:08,-11.04,-1.1162790698,LOSS,SL_LIKE,11.1333,43.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Images readable; anatomy discloses stop-out path clearly without needing inference beyond visible markers.
R100_018_PID000000242,batch04,caller_normalized_exact_duplicate,18,242,SELL,2020-11-12T02:40:00,2020-11-12T02:48:50,-12.25,-1.25,LOSS,SL_LIKE,8.8333,20.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,Decision and anatomy images open; exact exit rule (time vs soft exit) inferred from path shape when marker text is limited.
R100_019_PID000000114,batch04,caller_normalized_exact_duplicate,19,114,SELL,2019-12-05T02:45:00,2019-12-05T03:47:35,-10.58,-1.0952380952,LOSS,SL_LIKE,62.5833,42.0,MIXED_OR_OTHER,STRONG_INFERENCE,Both PNGs inspected; mixed path requires inference between partial continuation and later microstructure failure.
R100_020_PID000000198,batch04,caller_normalized_exact_duplicate,20,198,BUY,2020-07-13T02:00:00,2020-07-13T02:10:39,-10.8,-1.1111111111,LOSS,SL_LIKE,10.65,36.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Images open and markers legible enough to classify stop-side microstructure failure as observed.
R100_021_PID000000036,batch05,run2,21,36,SELL,2019-05-20T03:25:00,2019-05-20T04:01:59,-11.0,-1.1111111111,LOSS,SL_LIKE,36.9833,45.0,MIXED_OR_OTHER,STRONG_INFERENCE,"Decision and anatomy PNGs open cleanly with dual M5/H1 panels, labeled entry/SL/TP/exit; EMA context NOT_REQUESTED; no chart artifact blocking path read."
R100_022_PID000000380,batch05,run2,22,380,BUY,2021-09-23T05:10:00,2021-09-23T05:42:25,18.88,1.9032258065,WIN,TP_LIKE,32.4167,31.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both images readable; TP/SL/entry markers consistent with CSV; outcome disclosed only on anatomy layer.
R100_023_PID000000138,batch05,run2,23,138,SELL,2020-02-26T02:20:00,2020-02-26T02:22:34,18.0,1.8181818182,WIN,TP_LIKE,2.5667,22.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Clear dual-panel charts; very short hold is visually unambiguous; labels match sample CSV.
R100_024_PID000000516,batch05,run2,24,516,BUY,2022-11-07T01:30:00,2022-11-07T03:18:38,-10.12,-1.0454545455,LOSS,SL_LIKE,108.6333,88.0,MIXED_OR_OTHER,STRONG_INFERENCE,Images open cleanly; long choppy path fully visible on M5 anatomy; not a timeout-labeled exit despite long hold.
R100_025_PID000000438,batch05,run2,25,438,SELL,2022-04-04T00:25:00,2022-04-04T00:25:30,-13.33,-1.347826087,LOSS,SL_LIKE,0.5,23.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both PNGs clear; sub-minute SL path unambiguous; realized loss >1R reflects stop overshoot/costs not visible as separate series on chart.
R100_026_PID000000338,batch06,run2,26,338,BUY,2021-05-25T03:30:00,2021-05-25T03:59:32,18.0,1.8518518519,WIN,TP_LIKE,29.5333,27.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,STRONG_INFERENCE,Both decision and anatomy images inspected; outcome taken only from anatomy and bound artifacts.
R100_027_PID000000420,batch06,run2,27,420,SELL,2022-02-01T02:35:00,2022-02-01T04:33:59,-11.0,-1.1224489796,LOSS,SL_LIKE,118.9833,49.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,Visual path supports no sustained follow-through; exact bar-timeout vs stop requires bound lifecycle if present.
R100_028_PID000000324,batch06,run2,28,324,BUY,2021-04-23T03:25:00,2021-04-23T03:45:24,-11.31,-1.16,LOSS,SL_LIKE,20.4,25.0,MIXED_OR_OTHER,OBSERVED,Both images opened; mixed path elements visible without forcing a single pure mechanism.
R100_029_PID000000326,batch06,run2,29,326,SELL,2021-04-27T03:45:00,2021-04-27T04:01:42,-11.34,-1.1666666667,LOSS,SL_LIKE,16.7,36.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,STRONG_INFERENCE,Anatomy supports tight-stop failure narrative; not used to retune strategy.
R100_030_PID000000132,batch06,run2,30,132,SELL,2020-02-05T02:15:00,2020-02-05T03:43:32,18.46,1.8571428571,WIN,TP_LIKE,88.5333,14.0,IMMEDIATE_CONTINUATION_EXPANSION,STRONG_INFERENCE,Decision vs anatomy separation maintained; continuation label is path-based inference from anatomy.
R100_031_PID000000222,batch07,run2,31,222,SELL,2020-09-02T03:40:00,2020-09-02T03:54:29,18.9,1.914893617,WIN,TP_LIKE,14.4833,47.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Decision and anatomy PNGs render cleanly with consistent SL/TP annotations and outcome-blind future hatch on the as-of panel.
R100_032_PID000000166,batch07,run2,32,166,SELL,2020-04-20T01:25:30,2020-04-20T03:04:36,18.7,1.8965517241,WIN,TP_LIKE,99.1,29.0,MIXED_OR_OTHER,OBSERVED,TP win is path-dependent survival through near-SL microstructure rather than clean immediate expansion; annotations remain internally consistent.
R100_033_PID000000444,batch07,run2,33,444,SELL,2022-04-11T03:30:00,2022-04-11T03:55:04,-10.27,-1.0675675676,LOSS,SL_LIKE,25.0667,74.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Charts are clear; SL fill matches the annotated stop within 0.00001; loss occurs on reverse through a tight structural stop after shorting into bounce context.
R100_034_PID000000390,batch07,run2,34,390,SELL,2021-10-26T03:20:00,2021-10-26T04:16:35,-10.56,-1.064516129,LOSS,SL_LIKE,56.5833,62.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Render quality good; geometry matches CSV risk/stop fields; stop is close enough that a shallow mean-reversion bounce ends the trade.
R100_035_PID000000002,batch07,run2,35,2,BUY,2019-01-03T02:30:00,2019-01-03T04:30:00,12.3,1.23,WIN,TIMEOUT_OR_OTHER,120.0,100.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,"Timeout classification and 120-minute hold match the management contract; M5 path appears to trade through/near the TP band before pulling back—possible mid-vs-bid fill geometry nuance, but labeled exit remains TIMEOUT_OR_OTHER at 1.13548."
R100_036_PID000000374,batch08,run3,36,374,SELL,2021-08-23T00:30:00,2021-08-23T01:00:34,-11.96,-1.2105263158,LOSS,SL_LIKE,30.5667,19.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both decision and anatomy images opened and inspected; outcome and path readable on anatomy panel.
R100_037_PID000000424,batch08,run3,37,424,SELL,2022-02-04T02:15:00,2022-02-04T02:25:59,-12.48,-1.28,LOSS,SL_LIKE,10.9833,25.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Both images inspected; path shows stalled expansion and reverse rather than immediate spike-stop only.
R100_038_PID000000218,batch08,run3,38,218,BUY,2020-08-21T04:05:00,2020-08-21T04:09:32,-11.31,-1.16,LOSS,SL_LIKE,4.5333,25.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Decision and anatomy images both opened; stop-hit timing and path scale are visually clear.
R100_039_PID000000508,batch08,run3,39,508,SELL,2022-10-03T00:30:00,2022-10-03T02:30:00,-0.77,-0.0839694656,LOSS,TIMEOUT_OR_OTHER,120.0,131.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,"Both images inspected; mechanism leans no-followthrough from path stall, though exact exit rule not labeled in isolation."
R100_040_PID000000144,batch08,run3,40,144,BUY,2020-03-17T03:30:00,2020-03-17T04:35:26,18.81,1.9655172414,WIN,TP_LIKE,65.4333,87.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both decision and anatomy images opened and inspected; early stop path is visible.
R100_041_PID000000004,batch09,run3,41,4,SELL,2019-01-23T03:20:00,2019-01-23T03:23:00,-11.96,-1.2105263158,LOSS,SL_LIKE,3.0,19.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both decision and anatomy PNGs opened and readable; labels and path markers legible.
R100_042_PID000000448,batch09,run3,42,448,BUY,2022-04-20T04:15:00,2022-04-20T04:18:35,-10.56,-1.1,LOSS,SL_LIKE,3.5833,40.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,"Both images inspected; outcome path clear on anatomy panel, entry context readable on decision panel."
R100_043_PID000000344,batch09,run3,43,344,SELL,2021-06-01T03:40:00,2021-06-01T04:18:24,-10.72,-1.0806451613,LOSS,SL_LIKE,38.4,62.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Decision and anatomy images both opened; choppy mid-path is visually clear though exact bar-count to exit is inferred from markers only.
R100_044_PID000000328,batch09,run3,44,328,SELL,2021-05-06T04:20:00,2021-05-06T04:22:23,-12.4,-1.25,LOSS,SL_LIKE,2.3833,16.0,MIXED_OR_OTHER,STRONG_INFERENCE,Both PNGs inspected; path markers visible but multi-phase resolution leaves some ambiguity between stop-pressure and delayed partial follow-through.
R100_045_PID000000212,batch09,run3,45,212,SELL,2020-08-12T03:55:00,2020-08-12T05:04:36,18.7,1.9540229885,WIN,TP_LIKE,69.6,87.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both decision and anatomy images opened successfully; entry markers and post-entry path are legible.
R100_046_PID000000352,batch10,run2,46,352,SELL,2021-06-28T03:20:00,2021-06-28T04:38:04,18.7,1.9298245614,WIN,TP_LIKE,78.0667,57.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both decision and anatomy images inspected; outcome used only for path/exit description.
R100_047_PID000000260,batch10,run2,47,260,BUY,2020-12-11T02:20:00,2020-12-11T02:33:37,-11.96,-1.2105263158,LOSS,SL_LIKE,13.6167,19.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both images opened; stop-side failure is visible on anatomy path.
R100_048_PID000000150,batch10,run2,48,150,BUY,2020-03-20T02:40:00,2020-03-20T03:19:54,19.05,1.9538461538,WIN,TP_LIKE,39.9,65.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,Decision context clear; anatomy supports stall/no expansion more than immediate stop wipeout.
R100_049_PID000000068,batch10,run2,49,68,BUY,2019-08-12T04:20:00,2019-08-12T06:20:00,3.41,0.34375,WIN,TIMEOUT_OR_OTHER,120.0,32.0,MIXED_OR_OTHER,STRONG_INFERENCE,Both images inspected; path does not cleanly fit a single pure mechanism.
R100_050_PID000000044,batch10,run2,50,44,BUY,2019-06-25T03:55:00,2019-06-25T05:55:00,-1.87,-0.1964285714,LOSS,TIMEOUT_OR_OTHER,120.0,56.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both decision and anatomy images opened; adverse microstructure failure is visible.
R100_051_PID000000522,batch11,run2,51,522,BUY,2022-12-29T03:15:00,2022-12-29T05:10:13,-10.01,-1.0547945205,LOSS,SL_LIKE,115.2167,73.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Both decision and anatomy PNGs opened and inspected; labels and path markers legible for entry-context and post-entry path review.
R100_052_PID000000074,batch11,run2,52,74,SELL,2019-08-19T03:55:00,2019-08-19T04:18:59,17.04,1.7142857143,WIN,TP_LIKE,23.9833,14.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Decision and anatomy images both inspected; path and levels sufficient for visual mechanism call.
R100_053_PID000000228,batch11,run2,53,228,SELL,2020-09-28T03:25:00,2020-09-28T03:28:12,-11.7,-1.1818181818,LOSS,SL_LIKE,3.2,22.0,MIXED_OR_OTHER,STRONG_INFERENCE,Both images opened; mixed path features reduce pure single-mechanism certainty.
R100_054_PID000000454,batch11,run2,54,454,SELL,2022-04-27T03:35:00,2022-04-27T03:43:30,17.64,1.8,WIN,TP_LIKE,8.5,20.0,IMMEDIATE_CONTINUATION_EXPANSION,STRONG_INFERENCE,Decision and anatomy PNGs inspected; continuation features present but outcome disclosure reserved to anatomy-only notes.
R100_055_PID000000076,batch11,run2,55,76,SELL,2019-08-23T03:45:00,2019-08-23T03:55:02,-12.25,-1.25,LOSS,SL_LIKE,10.0333,20.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Both decision and anatomy images opened and read; visual quality adequate for batch review.
R100_056_PID000000128,batch12,run2,56,128,BUY,2020-01-17T03:00:00,2020-01-17T03:23:59,-13.23,-1.35,LOSS,SL_LIKE,23.9833,20.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,"Decision and anatomy PNGs open cleanly; M5/H1 labels, SL/TP lines, and SL_LIKE exit markers are legible. Closed-bar EMA context not rendered (NOT_REQUESTED)."
R100_057_PID000000408,batch12,run2,57,408,BUY,2021-12-15T02:20:00,2021-12-15T02:48:16,18.24,1.8461538462,WIN,TP_LIKE,28.2667,26.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both chart layers readable; TP_LIKE exit and net-positive header align with packet/CSV. H1 partial at decision is disclosed on both as-of and anatomy panels.
R100_058_PID000000370,batch12,run2,58,370,SELL,2021-08-13T03:30:00,2021-08-13T03:59:06,-13.02,-1.3125,LOSS,SL_LIKE,29.1,16.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Charts clear; sub-2-pip stop geometry is explicit from labeled SL/entry prices and matches CSV risk_pts=16.
R100_059_PID000000428,batch12,run2,59,428,SELL,2022-02-21T01:40:00,2022-02-21T02:51:25,-10.64,-1.0769230769,LOSS,SL_LIKE,71.4167,52.0,MIXED_OR_OTHER,STRONG_INFERENCE,"Images intact. Mechanism is mixed because the loss is clear SL_LIKE adverse expansion, but stop width is wider than the batch’s ultra-tight cases and hold exceeds one hour—so not pure micro-stop failure and not a timeout."
R100_060_PID000000090,batch12,run2,60,90,BUY,2019-09-11T03:30:00,2019-09-11T03:37:07,-10.2,-1.0625,LOSS,SL_LIKE,7.1167,64.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both PNGs clear; 7.1-minute SL path is unambiguous on M5 anatomy. Range-loc 0.862 is decision-time only and not used as an outcome predictor.
R100_061_PID000000316,batch13,run2,61,316,BUY,2021-03-24T04:00:00,2021-03-24T04:23:26,-11.04,-1.1162790698,LOSS,SL_LIKE,23.4333,43.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both decision and anatomy PNGs opened and readable; labels and path geometry legible for this case.
R100_062_PID000000422,batch13,run2,62,422,SELL,2022-02-03T02:50:00,2022-02-03T03:06:22,-11.96,-1.2105263158,LOSS,SL_LIKE,16.3667,19.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Decision/anatomy images opened; stop-side path and limited follow-through are visually clear.
R100_063_PID000000446,batch13,run2,63,446,SELL,2022-04-19T03:55:00,2022-04-19T04:01:35,-10.36,-1.0571428571,LOSS,SL_LIKE,6.5833,70.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,"Both images opened; timeout vs micro-stop failure is inferred from prolonged chop without expansion, not from an explicit timeout label alone."
R100_064_PID000000022,batch13,run2,64,22,SELL,2019-04-16T04:35:00,2019-04-16T06:35:00,-8.1,-0.8181818182,LOSS,TIMEOUT_OR_OTHER,120.0,55.0,MIXED_OR_OTHER,STRONG_INFERENCE,Images opened and usable; path is visually hybrid so mechanism is not a pure single archetype.
R100_065_PID000000220,batch13,run2,65,220,SELL,2020-08-26T03:50:00,2020-08-26T04:49:59,-11.5,-1.1904761905,LOSS,SL_LIKE,59.9833,42.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Decision and anatomy PNGs opened; early expansion and limited adverse path are visually evident.
R100_066_PID000000356,batch14,run2,66,356,SELL,2021-07-08T04:05:00,2021-07-08T04:26:15,-10.5,-1.0869565217,LOSS,SL_LIKE,21.25,46.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both decision and anatomy images opened and readable; entry/SL/TP geometry and full path visible.
R100_067_PID000000280,batch14,run2,67,280,BUY,2021-01-15T02:40:00,2021-01-15T02:41:24,-12.4,-1.25,LOSS,SL_LIKE,1.4,16.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Both images opened; stop hit is clear on anatomy; decision context readable without outcome leakage.
R100_068_PID000000372,batch14,run2,68,372,BUY,2021-08-20T03:20:00,2021-08-20T05:20:00,-2.76,-0.2857142857,LOSS,TIMEOUT_OR_OTHER,120.0,42.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Decision and anatomy images both inspected; SL geometry and post-entry whip visible.
R100_069_PID000000238,batch14,run2,69,238,SELL,2020-11-03T02:20:00,2020-11-03T02:23:18,-11.4,-1.1538461538,LOSS,SL_LIKE,3.3,26.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,Images opened; exact exit reason label not fully labeled on chart so exit classification partly inferred from path shape.
R100_070_PID000000266,batch14,run2,70,266,SELL,2020-12-22T03:05:00,2020-12-22T03:29:37,-10.6,-1.1041666667,LOSS,SL_LIKE,24.6167,48.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Both PNGs inspected and clear; path to TP is unambiguous.
R100_071_PID000000482,batch15,run2,71,482,BUY,2022-07-25T00:55:00,2022-07-25T01:00:21,-11.78,-1.1875,LOSS,SL_LIKE,5.35,32.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,"Decision and anatomy PNGs open cleanly; labels, prices, hold 5.3 min, and SL_LIKE exit reconcile with packet/CSV."
R100_072_PID000000118,batch15,run2,72,118,SELL,2019-12-13T02:20:00,2019-12-13T03:33:04,-10.27,-1.0821917808,LOSS,SL_LIKE,73.0667,73.0,MIXED_OR_OTHER,STRONG_INFERENCE,Both images readable; hold ~73 min and temporary favorable then reverse are visually clear; not a sub-10-minute microstructure SL.
R100_073_PID000000016,batch15,run2,73,16,BUY,2019-03-12T03:50:00,2019-03-12T04:00:32,-11.7,-1.2,LOSS,SL_LIKE,10.5333,25.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,"Decision/anatomy consistent; 10.5 min hold, 2.5-pip SL geometry, and SL_LIKE match CSV."
R100_074_PID000000322,batch15,run2,74,322,SELL,2021-04-19T02:10:00,2021-04-19T03:50:25,-11.7,-1.2,LOSS,SL_LIKE,100.4167,25.0,MIXED_OR_OTHER,STRONG_INFERENCE,Images clear; 100.4 min hold and temporary favor then reverse-to-SL are explicit on anatomy; tight SL geometry coexists with delayed path.
R100_075_PID000000272,batch15,run2,75,272,BUY,2021-01-04T03:25:00,2021-01-04T05:25:00,11.25,1.1538461538,WIN,TIMEOUT_OR_OTHER,120.0,65.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,"Both PNGs open; 120 min timeout, WIN_NET_POSITIVE, and failure to reach TP are explicit and match packet/CSV."
R100_076_PID000000078,batch16,run2,76,78,BUY,2019-08-27T03:20:00,2019-08-27T04:01:15,-12.6,-1.2727272727,LOSS,SL_LIKE,41.25,22.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both decision and anatomy PNGs opened and readable; labels and path overlays legible.
R100_077_PID000000226,batch16,run2,77,226,BUY,2020-09-24T03:15:00,2020-09-24T05:15:00,-5.12,-0.5663716814,LOSS,TIMEOUT_OR_OTHER,120.0,113.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Decision and anatomy images both inspected; outcome path clear on anatomy chart.
R100_078_PID000000488,batch16,run2,78,488,BUY,2022-08-01T03:40:00,2022-08-01T04:06:39,18.9,1.9444444444,WIN,TP_LIKE,26.65,36.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both PNGs opened; stop path and entry markers visible without corruption.
R100_079_PID000000510,batch16,run2,79,510,SELL,2022-10-04T03:20:00,2022-10-04T04:59:42,19.14,1.9550561798,WIN,TP_LIKE,99.7,89.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Decision (outcome-blind) and anatomy (outcome-disclosed) both inspected; winner path readable.
R100_080_PID000000470,batch16,run2,80,470,BUY,2022-06-21T03:20:00,2022-06-21T03:29:15,19.14,1.9411764706,WIN,TP_LIKE,9.25,34.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,Both images opened; mechanism leans no-follow-through from stalled path; partial overlap with tight-stop behavior remains.
R100_081_PID000000164,batch17,run3,81,164,SELL,2020-04-15T03:15:00,2020-04-15T03:55:05,-11.22,-1.1379310345,LOSS,SL_LIKE,40.0833,29.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both decision and anatomy PNGs opened and readable; outcome labels present only on anatomy as expected.
R100_082_PID000000264,batch17,run3,82,264,SELL,2020-12-21T02:20:00,2020-12-21T02:33:27,-9.68,-1.0476190476,LOSS,SL_LIKE,13.45,84.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,Images legible; path suggests lack of continuation after entry more than pure random wick-through of a tight stop.
R100_083_PID000000312,batch17,run3,83,312,BUY,2021-03-22T01:15:00,2021-03-22T01:54:26,-10.65,-1.0757575758,LOSS,SL_LIKE,39.4333,66.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Decision frame outcome-blind usable; anatomy clearly shows failed expansion then stop.
R100_084_PID000000348,batch17,run3,84,348,BUY,2021-06-16T03:50:00,2021-06-16T03:51:25,-12.92,-1.3076923077,LOSS,SL_LIKE,1.4167,13.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both images inspected; stop-side loss path clear on anatomy.
R100_085_PID000000458,batch17,run3,85,458,SELL,2022-05-09T03:25:00,2022-05-09T03:59:02,18.43,1.94,WIN,TP_LIKE,34.0333,50.0,NO_FOLLOWTHROUGH_TIMEOUT,STRONG_INFERENCE,Images readable; exact exit label dependence on anatomy — classification leans no-followthrough rather than pure tight-stop wick.
R100_086_PID000000102,batch18,run2,86,102,BUY,2019-11-14T02:25:00,2019-11-14T02:30:14,-12.4,-1.25,LOSS,SL_LIKE,5.2333,16.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Both PNGs readable; lifecycle box and SL/TP lines legible; no render/occlusion issue.
