case_id,batch_id,accepted_run_dir,sample_rank,position_id,direction,entry_time_utc,exit_time_utc,net_account,net_R,outcome,exit_class,hold_minutes,risk_points,mechanism,evidence_class,data_quality_note
R100_046_PID000000352,batch10,run,46,352,SELL,2021-06-28T00:20:00,2021-06-28T01:38:04,18.7,1.9298245614,WIN,TP_LIKE,78.0667,57.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,"Clock-corrected V2 charts; labels, SL/TP lines, and FUTURE HIDDEN / POST-ENTRY OUTCOME regions are legible. Exit matches TP line exactly."
R100_047_PID000000260,batch10,run,47,260,BUY,2020-12-11T00:20:00,2020-12-11T00:33:37,-11.96,-1.2105263158,LOSS,SL_LIKE,13.6167,19.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,SL and exit prices match at 1.21422. Very tight stop geometry is unambiguous on both panels.
R100_048_PID000000150,batch10,run,48,150,BUY,2020-03-20T00:40:00,2020-03-20T01:19:54,19.05,1.9538461538,WIN,TP_LIKE,39.9,65.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Decision TP printed 1.06802 vs anatomy exit 1.06803; treated as TP_LIKE hit with 1-point display difference. Charts otherwise clean.
R100_049_PID000000068,batch10,run,49,68,BUY,2019-08-12T01:20:00,2019-08-12T03:20:00,3.41,0.34375,WIN,TIMEOUT_OR_OTHER,120.0,32.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Timeout exit class and 120.0 min hold are explicit on anatomy labels; small WIN_NET_POSITIVE despite no TP.
R100_050_PID000000044,batch10,run,50,44,BUY,2019-06-25T00:55:00,2019-06-25T02:55:00,-1.87,-0.1964285714,LOSS,TIMEOUT_OR_OTHER,120.0,56.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Timeout at 120.0 min explicit; loss is small (7 points) without SL touch. H1 range position 0.952 clearly transcribed.
R100_051_PID000000522,batch11,run,51,522,BUY,2022-12-29T01:15:00,2022-12-29T03:10:13,-10.01,-1.0547945205,LOSS,SL_LIKE,115.2167,73.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Clock-corrected V2 pair; M5/H1 only; exit is delayed SL hit after ~115 min of failed continuation rather than an instant micro stop-out.
R100_052_PID000000074,batch11,run,52,74,SELL,2019-08-19T00:55:00,2019-08-19T01:18:59,17.04,1.7142857143,WIN,TP_LIKE,23.9833,14.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Tight SL above entry (about 1.4 pips); favorable continuation into TP within ~24 minutes on M5.
R100_053_PID000000228,batch11,run,53,228,SELL,2020-09-28T00:25:00,2020-09-28T00:28:12,-11.7,-1.1818181818,LOSS,SL_LIKE,3.2,22.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Stop distance very tight (~2.2 pips); adverse micro spike stops the short in 3.2 minutes before any sustained continuation.
R100_054_PID000000454,batch11,run,54,454,SELL,2022-04-27T00:35:00,2022-04-27T00:43:30,17.64,1.8,WIN,TP_LIKE,8.5,20.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Entry sits at extreme low of H1 20-bar range (0.047); short follow-through hits TP quickly with tight geometry.
R100_055_PID000000076,batch11,run,55,76,SELL,2019-08-23T00:45:00,2019-08-23T00:55:02,-12.25,-1.25,LOSS,SL_LIKE,10.0333,20.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Tight SL (~2 pips); adverse rebound stops the short in 10 minutes without reaching TP.
R100_056_PID000000128,batch12,run,56,128,BUY,2020-01-17T01:00:00,2020-01-17T01:23:59,-13.23,-1.35,LOSS,SL_LIKE,23.9833,20.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,V2 clock-aligned; M5+H1 only; H1 EMA NOT_REQUESTED; Future Hidden and Post-Entry Outcome both visible.
R100_057_PID000000408,batch12,run,57,408,BUY,2021-12-15T00:20:00,2021-12-15T00:48:16,18.24,1.8461538462,WIN,TP_LIKE,28.2667,26.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,V2 clock-aligned; only winner in this batch; TP hit with clear expansion; H1 range position 0.091 low.
R100_058_PID000000370,batch12,run,58,370,SELL,2021-08-13T00:30:00,2021-08-13T00:59:06,-13.02,-1.3125,LOSS,SL_LIKE,29.1,16.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,V2; SHORT with ~16-pip SL distance visually tiny; SL_LIKE loss after brief adverse spike.
R100_059_PID000000428,batch12,run,59,428,SELL,2022-02-20T23:40:00,2022-02-21T00:51:25,-10.64,-1.0769230769,LOSS,SL_LIKE,71.4167,52.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,STRONG_INFERENCE,V2; H1 range pos 0.024 extreme low; longer hold 71.4 min before SL; squeeze more than pure micro-tick fail—class still SL_LIKE stop-out.
R100_060_PID000000090,batch12,run,60,90,BUY,2019-09-11T00:30:00,2019-09-11T00:37:07,-10.2,-1.0625,LOSS,SL_LIKE,7.1167,64.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,V2; shortest hold in batch (7.1 min); long at H1 range 0.862 upper extreme; clean SL_LIKE.
R100_061_PID000000316,batch13,run3,61,316,BUY,2021-03-24T02:00:00,2021-03-24T02:23:26,-11.04,-1.1162790698,LOSS,SL_LIKE,23.4333,43.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,V2 clock-corrected M5/H1 only; labels SL/TP/entry/exit legible; H1 EMA NOT_REQUESTED.
R100_062_PID000000422,batch13,run3,62,422,SELL,2022-02-03T00:50:00,2022-02-03T01:06:22,-11.96,-1.2105263158,LOSS,SL_LIKE,16.3667,19.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,V2 panels M5/H1 only; anatomy shows SL_LIKE X and post-entry H1 full candle outcome.
R100_063_PID000000446,batch13,run3,63,446,SELL,2022-04-19T00:55:00,2022-04-19T01:01:35,-10.36,-1.0571428571,LOSS,SL_LIKE,6.5833,70.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Clean label transcription; very short hold; H1 EMA NOT_REQUESTED.
R100_064_PID000000022,batch13,run3,64,22,SELL,2019-04-16T01:35:00,2019-04-16T03:35:00,-8.1,-0.8181818182,LOSS,TIMEOUT_OR_OTHER,120.0,55.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Anatomy box explicitly reason=TIMEOUT_OR_OTHER Hold 120.0 min; LOSS_NET_NONPOSITIVE.
R100_065_PID000000220,batch13,run3,65,220,SELL,2020-08-26T00:50:00,2020-08-26T01:49:59,-11.5,-1.1904761905,LOSS,SL_LIKE,59.9833,42.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,M5/H1 only; SL label ~1.18336 vs exit 1.18340 SL_LIKE consistent with spread/fill.
R100_066_PID000000356,batch14,run3,66,356,SELL,2021-07-08T01:05:00,2021-07-08T01:26:15,-10.5,-1.0869565217,LOSS,SL_LIKE,21.25,46.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,M5+H1 only; H1 EMA NOT_REQUESTED; labels and SL/TP lines readable.
R100_067_PID000000280,batch14,run3,67,280,BUY,2021-01-15T00:40:00,2021-01-15T00:41:24,-12.4,-1.25,LOSS,SL_LIKE,1.4,16.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Hold 1.4 min; M5+H1 panels only; no unsupported indicator panels claimed.
R100_068_PID000000372,batch14,run3,68,372,BUY,2021-08-20T00:20:00,2021-08-20T02:20:00,-2.76,-0.2857142857,LOSS,TIMEOUT_OR_OTHER,120.0,42.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Full 120 min hold; exit class TIMEOUT_OR_OTHER clearly labeled; M5+H1 only.
R100_069_PID000000238,batch14,run3,69,238,SELL,2020-11-03T00:20:00,2020-11-03T00:23:18,-11.4,-1.1538461538,LOSS,SL_LIKE,3.3,26.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Very short hold; SL/TP geometry and labels clear on M5 anatomy.
R100_070_PID000000266,batch14,run3,70,266,SELL,2020-12-22T01:05:00,2020-12-22T01:29:37,-10.6,-1.1041666667,LOSS,SL_LIKE,24.6167,48.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Exit price 1.22375 vs SL 1.22374 consistent with SL_LIKE; M5+H1 only.
R100_071_PID000000482,batch15,run,71,482,BUY,2022-07-24T21:55:00,2022-07-24T22:00:21,-11.78,-1.1875,LOSS,SL_LIKE,5.35,32.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,Clear SL_LIKE exit within 5.3 minutes; entry-to-SL distance is only ~3.2 pips; spike tags stop then price recovers.
R100_072_PID000000118,batch15,run,72,118,SELL,2019-12-13T00:20:00,2019-12-13T01:33:04,-10.27,-1.0821917808,LOSS,SL_LIKE,73.0667,73.0,MIXED_OR_OTHER,OBSERVED,SL hit after 73.1 min with interim favorable drift then adverse rally; not pure immediate microstructure failure nor pure timeout.
R100_073_PID000000016,batch15,run,73,16,BUY,2019-03-12T01:50:00,2019-03-12T02:00:32,-11.7,-1.2,LOSS,SL_LIKE,10.5333,25.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,10.5-minute SL_LIKE after breakout-spike entry; SL only ~2.5 pips under entry.
R100_074_PID000000322,batch15,run,74,322,SELL,2021-04-18T23:10:00,2021-04-19T00:50:25,-11.7,-1.2,LOSS,SL_LIKE,100.4167,25.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,STRONG_INFERENCE,"SL hit after ~100 min on tight stop (~2.5 pips); post-exit cascade favors original SHORT, supporting stop-microstructure interpretation though hold was not seconds-scale."
R100_075_PID000000272,batch15,run,75,272,BUY,2021-01-04T01:25:00,2021-01-04T03:25:00,11.25,1.1538461538,WIN,TIMEOUT_OR_OTHER,120.0,65.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Explicit TIMEOUT_OR_OTHER after 120.0 min with WIN_NET_POSITIVE; price advanced but did not reach TP before timeout.
R100_076_PID000000078,batch16,run,76,78,BUY,2019-08-27T00:20:00,2019-08-27T01:01:15,-12.6,-1.2727272727,LOSS,SL_LIKE,41.25,22.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,"Labels, SL/TP lines, entry/exit markers, FUTURE HIDDEN and POST-ENTRY OUTCOME regions all legible. No unsupported indicator panels."
R100_077_PID000000226,batch16,run,77,226,BUY,2020-09-24T00:15:00,2020-09-24T02:15:00,-5.12,-0.5663716814,LOSS,TIMEOUT_OR_OTHER,120.0,113.0,NO_FOLLOWTHROUGH_TIMEOUT,OBSERVED,Clear timeout exit label and full path visible. No TP/SL hit. Chart quality good.
R100_078_PID000000488,batch16,run,78,488,BUY,2022-08-01T00:40:00,2022-08-01T01:06:39,18.9,1.9444444444,WIN,TP_LIKE,26.65,36.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,TP_LIKE exit and hold time clearly labeled. Path from entry to TP is continuous and legible.
R100_079_PID000000510,batch16,run,79,510,SELL,2022-10-04T00:20:00,2022-10-04T01:59:42,19.14,1.9550561798,WIN,TP_LIKE,99.7,89.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,"SHORT direction, TP_LIKE exact fill at 0.98122 clearly marked. No indicator panels beyond price."
R100_080_PID000000470,batch16,run,80,470,BUY,2022-06-21T00:20:00,2022-06-21T00:29:15,19.14,1.9411764706,WIN,TP_LIKE,9.25,34.0,IMMEDIATE_CONTINUATION_EXPANSION,OBSERVED,Fast TP_LIKE win with clear entry/exit markers. H1 range position 0.444 transcribed from box.
R100_081_PID000000164,batch17,run,81,164,SELL,2020-04-15T00:15:00,2020-04-15T00:55:05,-11.22,-1.1379310345,LOSS,SL_LIKE,40.0833,29.0,TIGHT_STOP_MICROSTRUCTURE_FAILURE,OBSERVED,V2 labels clear; SL only ~2.9 pips above entry; H1 range 0.872 transcribed from decision box.
